Provider,PotentialFraud,TotalClaimAmtReimbursed,TotalDeductibleAmtPaid,TotalIPAnnualReimbursementAmt,TotalOPAnnualReimbursementAmt,NumClaims,NumUniqueBeneficiaries,AvgClaimDuration,NumUniqueDiagnosisCodes,NumUniqueProcedureCodes
PRV54233,0,6350,1068.0,15200,13450,7,7,0.2857142857142857,22,0
PRV54235,0,4280,0.0,105680,45790,16,13,1.0625,34,0
PRV54237,0,52560,920.0,1182580,524920,234,119,0.9102564102564102,364,0
PRV54238,0,92890,900.0,1935090,783130,348,153,1.235632183908046,545,0
PRV54239,0,20980,180.0,105000,181310,62,44,1.4838709677419355,146,0
PRV54240,0,14400,290.0,327870,130440,72,37,0.5833333333333334,140,0
PRV54242,0,53270,4392.0,270090,255790,88,74,0.7613636363636364,206,5
PRV54244,0,576370,50576.0,1814760,618460,231,189,2.4372294372294374,507,30
PRV54245,0,157450,15742.0,735550,270870,173,104,1.5144508670520231,358,7
PRV54246,0,9900,120.0,121740,86220,43,27,1.8604651162790697,96,0
PRV54247,0,47030,4412.0,277500,180710,70,48,1.4285714285714286,152,1
PRV54250,0,22530,220.0,174440,125330,62,61,0.6451612903225806,113,0
PRV54251,0,77590,6508.0,327120,157580,47,32,3.723404255319149,136,4
PRV54252,0,6030,0.0,175500,45840,17,16,1.5294117647058822,44,0
PRV54253,0,82850,4272.0,173040,33070,14,13,3.5714285714285716,54,2
PRV54254,0,23140,290.0,426080,266920,104,44,1.5192307692307692,210,0
PRV54255,0,107230,160.0,1198360,629260,232,154,1.5086206896551724,419,0
PRV54256,0,117080,5930.0,1529350,698500,262,100,1.4122137404580153,421,4
PRV54257,0,69540,620.0,1298170,663320,282,134,1.7836879432624113,446,0
PRV54258,1,1217250,119816.0,2729490,567050,238,201,3.226890756302521,558,62
PRV54259,0,89900,12816.0,206140,95360,29,26,2.9655172413793105,101,8
PRV54261,0,25490,380.0,242360,172960,75,66,2.4,143,1
PRV54262,0,3000,1068.0,7000,1160,1,1,4.0,6,0
PRV54263,0,4860,1168.0,25000,8900,6,6,0.16666666666666666,21,0
PRV54265,0,112930,1360.0,1677940,821770,406,197,1.2635467980295567,637,0
PRV54266,0,339180,21450.0,688890,125580,65,59,2.3846153846153846,199,17
PRV54267,0,78960,550.0,406970,472950,226,84,1.0663716814159292,396,0
PRV54269,0,32740,290.0,197000,278910,118,26,0.8813559322033898,214,0
PRV54270,0,11320,150.0,205150,59960,34,27,1.1764705882352942,73,0
PRV54271,0,6240,130.0,449800,35840,29,12,1.4137931034482758,70,0
PRV54273,0,72020,930.0,652090,508780,234,108,1.5683760683760684,402,0
PRV54274,0,16740,40.0,119100,104310,47,17,2.0425531914893615,114,0
PRV54275,0,50,0.0,8300,1270,1,1,4.0,1,0
PRV54276,0,100810,4592.0,680650,198520,77,35,1.0909090909090908,153,4
PRV54278,0,19690,140.0,179100,150260,61,27,2.3114754098360657,149,0
PRV54280,0,7030,0.0,49180,35400,20,15,0.5,36,0
PRV54282,0,6540,70.0,51990,49980,19,11,1.105263157894737,49,0
PRV54283,0,550,0.0,27240,3950,5,5,0.0,17,0
PRV54284,0,96100,8774.0,654800,331000,113,43,2.0973451327433628,262,6
PRV54285,0,2550,200.0,36060,35470,20,16,1.55,48,0
PRV54287,0,37900,720.0,528260,322070,155,67,0.9870967741935484,264,0
PRV54288,0,4100,0.0,59860,16060,15,13,1.1333333333333333,36,0
PRV54289,0,17720,170.0,232300,98780,56,28,1.9107142857142858,134,0
PRV54290,0,3300,0.0,11000,5430,6,6,0.0,13,0
PRV54291,0,1710,60.0,0,14380,10,9,0.0,16,0
PRV54293,0,2520,0.0,56400,4910,2,2,0.0,5,0
PRV54294,0,60,0.0,0,200,1,1,0.0,8,0
PRV54295,0,3300,0.0,0,4170,1,1,7.0,2,0
PRV54296,0,10460,200.0,120800,198930,54,18,0.9444444444444444,119,0
PRV54297,1,168000,8544.0,283320,46350,8,7,6.875,60,11
PRV54298,0,38000,3204.0,85380,3830,3,3,5.333333333333333,24,3
PRV54299,0,1800,0.0,13200,2980,5,5,5.4,14,0
PRV54300,0,1490,280.0,18300,6020,6,6,2.0,17,0
PRV54301,0,3690,0.0,70630,40760,13,11,2.6923076923076925,27,0
PRV54302,0,3300,0.0,0,4400,1,1,0.0,1,0
PRV54303,0,5160,0.0,79450,44680,16,14,2.5625,41,0
PRV54304,0,50,0.0,0,2670,1,1,0.0,4,0
PRV54305,0,2660,10.0,7000,12530,6,5,1.6666666666666667,18,0
PRV54306,0,13300,400.0,232220,176900,33,28,4.757575757575758,100,0
PRV54307,0,400,0.0,20860,1160,2,2,0.0,4,0
PRV54308,0,70,0.0,0,960,1,1,0.0,3,0
PRV54309,0,6160,220.0,105240,68480,29,18,2.413793103448276,60,0
PRV54310,0,300,0.0,98380,4050,7,3,5.285714285714286,12,0
PRV54311,0,100,0.0,7000,4820,3,3,6.666666666666667,5,0
PRV54312,0,350,30.0,6040,8580,4,4,0.0,9,0
PRV54313,0,7070,80.0,78630,43750,16,16,3.875,50,0
PRV54315,0,37770,250.0,253100,282110,103,41,2.3592233009708736,209,0
PRV54316,0,250,0.0,56000,5120,2,1,0.0,3,0
PRV54317,0,3650,40.0,42600,79450,25,22,0.88,62,0
PRV54319,0,100,0.0,0,700,1,1,0.0,9,0
PRV54320,0,21760,180.0,548430,168990,102,44,1.7254901960784315,215,0
PRV54323,1,10380,310.0,191450,138380,51,30,2.196078431372549,93,0
PRV54324,0,266000,34176.0,393000,45430,32,28,5.8125,173,22
PRV54325,0,142000,16020.0,215090,17330,15,15,4.533333333333333,91,15
PRV54326,0,20000,5340.0,52400,7670,5,4,5.2,41,3
PRV54327,1,195380,14034.0,874130,101420,70,43,2.642857142857143,199,9
PRV54328,0,195980,17258.0,926340,255140,117,99,2.5384615384615383,295,16
PRV54330,0,280120,19166.0,2198450,1075240,472,372,1.38135593220339,723,11
PRV54332,0,333170,2360.0,4765060,2596450,995,531,1.3809045226130654,1152,0
PRV54333,1,629430,54140.0,2425610,817760,360,291,1.5583333333333333,664,32
PRV54334,0,22590,270.0,428650,196620,105,49,0.9428571428571428,194,0
PRV54335,0,245690,20702.0,1299560,467270,219,187,1.1598173515981736,407,12
PRV54336,1,232060,15252.0,1975890,527660,232,103,1.1810344827586208,422,9
PRV54337,0,640510,66646.0,1315430,314400,149,132,3.3959731543624163,377,30
PRV54339,0,143870,11938.0,1004080,255430,123,68,1.975609756097561,266,6
PRV54340,0,69900,3834.0,690880,273030,96,54,1.6979166666666667,196,2
PRV54341,0,23970,1218.0,179860,100250,55,34,1.5272727272727273,111,0
PRV54342,0,44280,7656.0,169280,54630,35,34,0.8571428571428571,102,2
PRV54343,0,3110,100.0,144200,46560,17,16,0.29411764705882354,25,0
PRV54344,0,17170,200.0,135110,89460,51,42,1.6666666666666667,108,0
PRV54345,0,47280,500.0,793600,442500,167,139,1.3712574850299402,281,0
PRV54347,0,6530,0.0,117400,55240,26,25,0.6923076923076923,52,0
PRV54348,0,959880,95392.0,2343570,449000,217,203,3.410138248847926,492,51
PRV54349,0,17850,550.0,302600,159900,77,27,0.7142857142857143,166,0
PRV54350,1,1425070,115414.0,8136790,3060360,1495,530,1.534448160535117,1589,61
PRV54352,0,1670,0.0,0,8750,12,7,0.0,23,0
PRV54353,0,6620,250.0,71160,79210,32,31,1.125,66,0
PRV54354,1,259620,26770.0,732490,246930,100,89,3.01,233,16
PRV54355,0,14040,2336.0,107600,18620,16,10,1.25,50,0
PRV54356,0,195370,14952.0,539710,154520,31,24,3.5483870967741935,120,12
PRV54357,0,2190,0.0,34640,16100,10,9,0.3,32,0
PRV54358,0,13150,30.0,94470,93110,43,30,1.813953488372093,80,0
PRV54359,1,584210,47892.0,3871490,881810,490,152,1.4653061224489796,781,32
PRV54360,0,9100,200.0,279120,68570,37,32,1.6216216216216217,72,0
PRV54361,1,83640,6428.0,434590,124940,40,27,2.55,120,5
PRV54362,0,14510,410.0,265920,71130,50,38,0.24,106,0
PRV54363,0,136700,13086.0,356850,170370,64,47,2.28125,178,9
PRV54365,0,31190,380.0,373410,241780,115,61,1.208695652173913,237,0
PRV54367,1,3133880,335394.0,7013730,1493270,636,558,3.5267295597484276,1048,128
PRV54368,0,45340,4612.0,658270,295520,110,98,1.309090909090909,216,0
PRV54370,0,42270,490.0,521300,371710,181,113,0.47513812154696133,303,0
PRV54371,0,8280,50.0,175200,77630,31,30,2.2903225806451615,74,0
PRV54372,1,673000,26618.0,7101840,3761170,1617,805,1.3129251700680271,1680,19
PRV54373,0,5830,1068.0,28010,7930,8,8,0.375,18,1
PRV54374,0,280020,2270.0,3080290,2308830,854,455,1.5011709601873535,1082,2
PRV54375,0,143990,16030.0,556330,68850,56,48,3.7857142857142856,170,12
PRV54377,0,33110,2226.0,47060,51840,20,19,2.7,55,2
PRV54378,0,200510,19624.0,762940,148760,79,58,2.7088607594936707,214,13
PRV54379,0,280670,28018.0,779260,261510,116,96,2.956896551724138,284,17
PRV54380,0,16940,2136.0,69060,15410,12,11,1.6666666666666667,34,1
PRV54381,0,163410,14144.0,672720,281250,129,124,1.0852713178294573,273,7
PRV54382,1,704830,67644.0,2105910,594830,257,214,2.4396887159533076,527,38
PRV54383,0,5470,0.0,117080,31990,29,22,0.6896551724137931,47,0
PRV54384,0,44280,2136.0,155470,50570,28,27,1.0714285714285714,68,2
PRV54387,0,113710,1290.0,2394080,1130520,415,235,2.1156626506024097,638,1
PRV54388,1,48840,6478.0,347070,152810,76,73,2.526315789473684,194,4
PRV54389,0,25590,100.0,338180,181040,56,44,1.5892857142857142,107,0
PRV54390,0,352760,40654.0,1101780,196580,95,86,4.063157894736842,291,24
PRV54391,1,237230,21720.0,1507430,635070,318,222,1.6918238993710693,526,10
PRV54392,0,4860,20.0,114020,75220,35,33,0.2857142857142857,85,0
PRV54393,0,48090,5770.0,250820,144910,75,63,1.5466666666666666,187,2
PRV54396,0,26840,1128.0,244170,112750,44,32,3.0454545454545454,105,0
PRV54399,1,263040,14744.0,2524050,1097280,349,144,1.9226361031518624,565,6
PRV54400,0,28030,20.0,396950,262190,96,88,2.21875,181,0
PRV54401,0,3020,0.0,136340,64550,22,22,1.8181818181818181,49,0
PRV54402,0,74520,6518.0,169720,102530,56,50,1.3214285714285714,124,2
PRV54403,0,1880,100.0,19000,15460,12,11,0.6666666666666666,35,0
PRV54404,0,83080,3166.0,826240,526660,266,188,1.3270676691729324,414,0
PRV54407,0,2540,20.0,122820,49530,19,16,1.7894736842105263,33,0
PRV54408,0,53140,2176.0,359000,540310,106,28,2.4056603773584904,207,0
PRV54409,0,35160,5340.0,141260,55410,19,16,3.1052631578947367,61,2
PRV54410,0,10350,50.0,82000,89700,37,20,0.7567567567567568,73,0
PRV54411,0,8070,1238.0,81830,56030,22,16,1.6363636363636365,55,1
PRV54412,0,12280,30.0,201400,73260,70,43,0.7142857142857143,122,0
PRV54413,0,3150,40.0,60000,37170,20,14,0.05,43,0
PRV54414,0,31780,1288.0,69690,107390,30,18,2.533333333333333,68,1
PRV54415,0,7130,210.0,166720,46470,27,16,0.0,63,0
PRV54416,0,7880,0.0,58180,36010,17,16,0.058823529411764705,38,0
PRV54419,0,4970,0.0,151610,63950,28,27,1.4642857142857142,63,0
PRV54420,0,300,0.0,0,310,1,1,5.0,2,0
PRV54421,0,14530,100.0,459190,79810,65,31,1.7692307692307692,115,0
PRV54422,0,2750,0.0,32050,18610,15,12,0.0,34,0
PRV54423,0,22480,390.0,242540,167560,93,51,0.5806451612903226,190,0
PRV54424,0,150,0.0,11000,9410,2,2,10.0,6,0
PRV54425,0,74300,4272.0,203640,27300,18,13,2.111111111111111,68,3
PRV54426,0,100390,9612.0,223760,74220,24,20,3.2083333333333335,98,6
PRV54427,0,11740,290.0,607490,96540,62,20,2.1451612903225805,143,0
PRV54429,0,51170,2366.0,759500,130300,65,27,1.9384615384615385,140,3
PRV54430,0,12900,440.0,108880,111460,64,30,1.21875,143,0
PRV54431,0,1580,0.0,87230,20510,9,9,4.0,17,0
PRV54432,0,1110,0.0,16000,4790,5,5,0.0,12,0
PRV54433,0,4040,0.0,82160,25350,14,12,1.2142857142857142,31,0
PRV54434,0,28830,2306.0,342990,116960,42,31,1.5238095238095237,110,0
PRV54435,0,4280,0.0,52000,37700,11,8,0.18181818181818182,19,0
PRV54436,0,2200,0.0,6000,5380,2,2,3.5,6,0
PRV54437,0,3230,0.0,21070,20950,14,14,1.7857142857142858,27,0
PRV54438,0,61630,710.0,1117020,511040,272,98,1.2941176470588236,461,0
PRV54439,0,190,0.0,8010,5380,3,3,0.0,6,0
PRV54441,0,480,0.0,33000,3480,4,4,0.0,14,0
PRV54442,0,25300,70.0,496500,225290,68,56,2.2058823529411766,155,0
PRV54443,0,27200,310.0,524320,296910,61,51,2.8360655737704916,127,0
PRV54444,0,9770,140.0,139740,76780,27,25,1.5925925925925926,67,0
PRV54448,0,6720,60.0,117640,79120,23,23,1.1304347826086956,42,0
PRV54449,0,50,0.0,0,600,1,1,0.0,2,0
PRV54450,0,5790,0.0,12000,42010,10,10,3.0,27,0
PRV54451,0,8310,70.0,68260,43560,13,13,1.6153846153846154,30,0
PRV54452,0,520,90.0,0,5290,5,5,0.0,15,0
PRV54454,0,45040,420.0,702510,580030,171,138,1.4795321637426901,301,0
PRV54455,0,1390,0.0,26200,7220,6,6,0.0,13,0
PRV54456,0,1370,0.0,26060,19030,8,6,0.0,14,0
PRV54457,0,2220,0.0,0,24670,16,8,1.25,43,0
PRV54459,0,3080,0.0,62000,36380,9,9,2.2222222222222223,21,0
PRV54460,0,47000,5340.0,74710,1430,5,5,4.4,40,3
PRV54461,0,152000,11748.0,204920,37290,12,12,5.583333333333333,81,13
PRV54462,0,16330,120.0,261100,170860,80,75,1.2875,153,0
PRV54463,0,2010,0.0,6000,5340,3,3,0.0,11,0
PRV54465,0,3610,140.0,149100,21460,9,5,0.0,18,0
PRV54466,0,120,0.0,0,2150,3,3,0.0,11,0
PRV54467,0,1380,0.0,11000,4380,7,5,0.0,15,0
PRV54468,0,1710,0.0,67620,27270,21,19,0.0,61,0
PRV54469,0,3290,0.0,0,18490,11,10,0.09090909090909091,32,0
PRV54471,0,16700,10.0,440940,190290,46,23,1.3043478260869565,100,0
PRV54472,0,16300,160.0,222320,133350,32,19,2.0625,75,0
PRV54473,0,11020,0.0,256000,84650,19,8,5.2631578947368425,42,0
PRV54475,0,43120,350.0,639320,310800,151,60,1.6688741721854305,285,0
PRV54477,0,34310,550.0,240280,317830,100,60,1.76,189,0
PRV54478,0,21590,0.0,220030,110760,64,47,0.609375,139,0
PRV54479,0,8640,0.0,43440,71940,17,9,1.1764705882352942,38,0
PRV54480,0,40000,6408.0,69460,6440,6,6,3.5,39,6
PRV54481,0,1890,100.0,15000,8770,8,8,0.0,28,0
PRV54482,0,370,0.0,16030,6740,6,6,0.0,14,0
PRV54483,0,1170,140.0,171650,21620,13,11,0.23076923076923078,36,0
PRV54486,0,8010,0.0,194570,44710,28,19,2.0,54,0
PRV54489,0,6300,0.0,39980,18010,14,14,1.6428571428571428,31,0
PRV54490,0,2160,90.0,83990,35100,23,19,0.0,55,0
PRV54491,0,8730,90.0,21000,43370,14,10,1.5,35,0
PRV54496,0,2360,100.0,63700,26170,8,7,3.0,15,0
PRV54497,0,51000,4272.0,101250,8440,5,5,4.2,44,3
PRV54498,0,12000,1068.0,12000,670,1,1,6.0,10,1
PRV54499,0,11000,1068.0,23000,130,1,1,1.0,4,3
PRV54500,0,25000,2136.0,25470,560,2,2,13.5,20,2
PRV54501,0,40000,3204.0,48210,11640,3,3,3.0,25,4
PRV54502,0,55000,3204.0,55000,3650,3,3,11.333333333333334,21,2
PRV54503,0,8000,1068.0,8000,0,1,1,8.0,10,0
PRV54504,1,434920,47072.0,923960,193460,120,103,2.1166666666666667,322,19
PRV54505,1,55140,5440.0,196990,56370,38,24,0.868421052631579,108,4
PRV54506,0,56570,3634.0,468930,279160,134,75,0.8731343283582089,282,1
PRV54507,0,363310,39636.0,1025640,233810,109,73,1.7155963302752293,302,25
PRV54508,0,33010,360.0,251100,266150,90,75,1.511111111111111,189,0
PRV54509,0,250,0.0,10240,9600,4,4,3.75,8,0
PRV54510,0,41250,510.0,539710,273780,149,75,1.308724832214765,265,0
PRV54511,0,8690,0.0,221630,38860,32,30,1.4375,67,0
PRV54514,1,644010,51964.0,2487750,782740,387,305,1.5348837209302326,685,30
PRV54515,0,22750,180.0,332540,202340,67,66,0.8955223880597015,138,0
PRV54517,0,5660,80.0,21400,19480,45,16,0.06666666666666667,81,0
PRV54519,0,4540,150.0,30000,24400,15,10,1.3333333333333333,37,0
PRV54520,0,8080,120.0,80500,25750,15,11,4.6,32,0
PRV54521,0,31840,280.0,255580,151580,64,39,1.734375,135,0
PRV54522,0,2030,0.0,19010,4130,2,2,0.5,6,0
PRV54523,0,90,0.0,0,1540,1,1,0.0,5,0
PRV54524,0,2840,0.0,154220,45940,21,16,0.09523809523809523,42,0
PRV54526,0,10230,80.0,336560,84070,46,17,0.15217391304347827,97,0
PRV54528,0,5710,0.0,133280,25640,23,9,0.8695652173913043,41,0
PRV54529,0,160,70.0,0,4750,5,5,0.0,9,0
PRV54530,0,2580,50.0,0,11880,13,4,3.076923076923077,28,0
PRV54531,0,14030,1168.0,97500,47980,30,26,1.1333333333333333,71,0
PRV54535,0,7090,100.0,169520,64830,34,29,2.235294117647059,63,0
PRV54536,0,4890,0.0,32720,28860,13,11,0.8461538461538461,47,0
PRV54537,0,22470,200.0,326800,416990,60,20,2.316666666666667,140,0
PRV54538,0,21330,480.0,246980,121740,48,32,1.3333333333333333,120,0
PRV54539,0,18130,310.0,290270,114480,69,43,0.463768115942029,148,0
PRV54540,1,9690,100.0,16030,44430,20,19,0.0,35,0
PRV54541,0,6050,2136.0,29000,8810,7,6,0.7142857142857143,25,2
PRV54542,0,35420,5420.0,66100,36460,20,14,2.35,67,2
PRV54543,1,41500,3464.0,116040,28430,17,15,3.0,58,4
PRV54544,0,5250,100.0,25000,45780,28,8,1.4285714285714286,63,0
PRV54545,0,180,0.0,0,860,2,1,0.0,4,0
PRV54546,0,910,100.0,17090,7230,6,6,0.0,16,0
PRV54547,0,540,0.0,0,5020,3,3,0.0,12,0
PRV54548,0,1890,0.0,42180,24670,12,7,0.08333333333333333,30,0
PRV54549,0,40,0.0,0,90,1,1,0.0,2,0
PRV54550,0,5550,0.0,100060,27320,21,13,2.4285714285714284,39,0
PRV54551,0,1960,0.0,0,13170,7,5,1.4285714285714286,30,0
PRV54552,0,11370,200.0,22800,61580,45,28,0.8,112,0
PRV54553,0,3740,0.0,89000,36530,18,12,0.0,47,0
PRV54554,0,6990,0.0,33600,34430,26,8,0.46153846153846156,72,0
PRV54555,0,51000,6408.0,102620,6330,6,6,7.0,46,2
PRV54557,1,157890,1730.0,2892360,1247920,564,263,1.5407801418439717,769,0
PRV54558,0,197970,16090.0,437280,157700,73,69,2.1506849315068495,217,10
PRV54559,0,255560,24584.0,623160,139530,66,57,3.5,219,16
PRV54560,1,473080,42720.0,1155090,179090,98,87,3.520408163265306,265,20
PRV54561,0,269670,27060.0,1090620,494610,186,102,2.510752688172043,396,12
PRV54562,0,57510,440.0,716880,476730,206,75,1.1990291262135921,368,0
PRV54563,0,79070,1090.0,1142840,690670,267,172,1.6666666666666667,431,0
PRV54564,0,229780,2250.0,4097350,2130470,803,330,1.7048567870485678,984,0
PRV54565,0,412130,40784.0,1360210,226220,130,106,2.669230769230769,349,19
PRV54566,1,755660,42072.0,2208990,567430,308,247,2.477272727272727,555,29
PRV54567,0,112690,6508.0,509750,83000,57,34,1.6140350877192982,123,7
PRV54568,0,53640,5340.0,496730,70120,56,46,1.3214285714285714,151,3
PRV54569,0,209350,12906.0,791410,216940,63,42,1.9365079365079365,166,9
PRV54571,0,50610,4272.0,226520,54930,17,17,4.176470588235294,52,3
PRV54572,0,53110,270.0,1030240,400220,146,117,1.773972602739726,272,0
PRV54573,0,5960,120.0,121320,49200,22,14,0.9545454545454546,46,0
PRV54574,0,7800,130.0,92080,53810,35,24,0.9428571428571428,59,0
PRV54575,0,504080,33608.0,2034330,511070,273,155,2.3003663003663,526,21
PRV54576,0,113100,12816.0,379240,19730,16,16,6.75,86,7
PRV54577,0,494010,45924.0,927180,67370,61,56,4.737704918032787,242,26
PRV54578,0,24130,390.0,77620,120860,77,37,0.5194805194805194,155,0
PRV54579,0,1290,0.0,0,2260,2,2,0.0,2,0
PRV54580,0,7280,60.0,61010,64520,30,19,1.3666666666666667,66,0
PRV54581,0,2160,0.0,98800,8200,11,9,0.0,17,0
PRV54582,0,18960,300.0,287010,121070,71,35,0.6056338028169014,133,0
PRV54585,0,22620,320.0,113960,216490,75,34,2.013333333333333,154,0
PRV54587,0,150,0.0,0,670,3,2,0.0,6,0
PRV54588,0,17220,120.0,277150,84320,63,47,1.2063492063492063,122,0
PRV54589,0,1700,0.0,0,14340,11,5,0.0,28,0
PRV54590,0,28700,1248.0,686350,92510,66,34,1.5,143,1
PRV54591,0,8280,80.0,24000,67510,45,14,1.2444444444444445,98,0
PRV54593,0,10960,30.0,11600,67260,35,22,0.9714285714285714,83,0
PRV54595,0,7620,0.0,134280,46970,11,9,3.6363636363636362,24,0
PRV54596,0,16490,150.0,534000,172350,64,20,1.125,164,0
PRV54597,0,5000,10.0,95140,29790,15,10,0.0,39,0
PRV54598,0,1010,0.0,13000,9210,9,7,0.1111111111111111,24,0
PRV54599,0,3820,60.0,24000,28070,17,11,1.1764705882352942,37,0
PRV54601,0,710,60.0,82000,8230,11,6,1.8181818181818181,24,0
PRV54602,0,1710,30.0,169110,22450,14,13,2.857142857142857,28,0
PRV54603,0,16180,280.0,119330,111880,57,32,1.9824561403508771,109,0
PRV54604,0,8240,70.0,11070,56450,38,15,0.5789473684210527,96,1
PRV54606,0,1510,0.0,99120,12400,8,8,2.5,24,0
PRV54608,0,10650,0.0,110320,63640,33,10,2.515151515151515,65,0
PRV54609,0,17160,170.0,470160,116380,45,14,0.6666666666666666,99,0
PRV54610,0,14470,190.0,432270,136500,45,21,2.688888888888889,94,0
PRV54611,0,4760,1168.0,4000,2890,6,6,0.3333333333333333,15,0
PRV54612,0,1120,90.0,0,5780,12,4,0.0,25,0
PRV54614,0,1440,40.0,274240,11780,15,8,0.6,46,0
PRV54615,0,310,0.0,0,14200,5,2,0.0,7,0
PRV54616,0,23310,2136.0,87240,10580,5,5,1.6,20,2
PRV54618,0,10200,180.0,28000,64390,32,18,0.0625,72,0
PRV54619,0,9710,0.0,198110,73290,33,21,1.0303030303030303,83,0
PRV54620,0,74520,7476.0,174100,39570,13,12,2.923076923076923,72,7
PRV54621,0,900,0.0,0,1730,1,1,0.0,1,0
PRV54622,0,890,30.0,123000,6770,10,8,1.8,23,0
PRV54623,0,8030,300.0,326800,49590,43,11,0.8837209302325582,93,0
PRV54624,0,10180,0.0,17220,104350,10,8,4.0,26,0
PRV54625,0,7290,0.0,10800,25200,16,7,1.875,31,0
PRV54627,0,5530,0.0,45000,35180,26,13,0.8076923076923077,68,0
PRV54628,0,1540,0.0,47580,5350,4,4,0.75,8,0
PRV54629,0,580,0.0,8000,3230,3,3,0.0,6,0
PRV54630,0,25680,100.0,484100,158320,85,23,1.576470588235294,173,0
PRV54633,0,1430,30.0,228000,11640,12,6,3.25,22,0
PRV54634,0,6110,190.0,108240,69300,32,23,0.71875,79,0
PRV54635,0,6590,240.0,76400,49190,33,11,2.121212121212121,88,0
PRV54636,0,26500,80.0,452480,163540,76,51,2.039473684210526,149,0
PRV54637,0,226000,12816.0,381910,10760,13,12,7.3076923076923075,89,12
PRV54638,0,82000,6408.0,151320,7460,6,6,3.5,50,4
PRV54639,0,110000,12816.0,259140,18850,13,12,4.0,80,7
PRV54640,0,74260,7516.0,193700,38720,19,19,3.6842105263157894,76,7
PRV54642,0,14110,240.0,180400,153030,49,46,2.2653061224489797,98,0
PRV54643,0,8380,0.0,31200,24200,18,18,0.0,40,0
PRV54644,1,212370,23516.0,480910,216660,68,66,2.0588235294117645,216,17
PRV54645,0,1010,60.0,12400,14390,2,2,0.0,6,0
PRV54646,0,11180,0.0,75000,91080,23,13,2.4782608695652173,48,0
PRV54649,1,315080,22718.0,699890,155120,75,73,3.16,214,15
PRV54651,1,291760,21470.0,873250,160200,91,87,2.208791208791209,238,16
PRV54652,0,12020,80.0,115550,68720,38,33,1.2105263157894737,117,0
PRV54653,0,377740,42720.0,1046580,186770,70,61,3.1285714285714286,252,27
PRV54656,0,11380,30.0,59160,46090,35,35,0.7714285714285715,76,0
PRV54657,0,292220,18156.0,512600,75750,46,46,2.3260869565217392,149,16
PRV54658,0,192580,26800.0,807010,196580,85,85,2.3411764705882354,263,18
PRV54660,0,5110,30.0,138000,52760,24,21,1.3333333333333333,53,0
PRV54661,0,88200,3204.0,234220,75120,19,19,0.9473684210526315,58,2
PRV54662,0,25590,3314.0,160230,78510,45,44,3.533333333333333,124,2
PRV54664,0,1200,100.0,0,3950,2,2,0.0,8,0
PRV54666,0,11310,1158.0,10000,3730,5,5,2.0,18,0
PRV54667,0,136690,8744.0,732820,596330,166,66,3.1325301204819276,352,7
PRV54668,0,96050,1598.0,1183900,911520,306,261,1.2581699346405228,470,0
PRV54670,0,39370,240.0,923130,332040,159,115,1.9119496855345912,260,0
PRV54671,0,920,0.0,0,5910,3,1,0.0,3,0
PRV54672,0,4200,0.0,13000,34700,10,7,3.4,30,0
PRV54673,0,6000,0.0,8000,1270,1,1,13.0,9,1
PRV54674,0,27000,3204.0,33460,2320,3,3,10.0,26,2
PRV54675,1,422000,39516.0,583800,65220,37,34,5.054054054054054,188,25
PRV54676,1,375200,40584.0,747760,159220,40,36,5.125,169,26
PRV54677,0,16270,110.0,216540,208380,27,15,4.962962962962963,65,0
PRV54678,0,6850,70.0,0,27550,15,7,0.0,35,0
PRV54679,0,7000,1068.0,7200,640,1,1,5.0,10,1
PRV54680,1,257000,19224.0,406510,32170,18,17,7.277777777777778,111,17
PRV54681,0,63790,590.0,1379460,577470,301,285,1.1295681063122924,514,0
PRV54682,0,57690,5740.0,593980,186050,96,88,1.3854166666666667,203,4
PRV54683,0,123850,1080.0,1998430,984700,462,406,1.2878787878787878,676,0
PRV54684,0,43360,240.0,494250,436430,133,128,2.0,252,0
PRV54685,0,40150,260.0,616720,417200,145,139,2.3241379310344827,281,0
PRV54686,0,145620,15382.0,799520,330820,157,125,1.5541401273885351,317,8
PRV54687,0,9390,70.0,68000,69380,18,18,1.1111111111111112,44,0
PRV54688,1,401660,14968.0,3702380,2129710,1032,481,1.193798449612403,1251,8
PRV54689,0,2070,0.0,50380,28630,20,20,0.1,30,0
PRV54690,0,224960,1760.0,2685030,1749920,840,366,1.2738095238095237,1010,0
PRV54691,0,98310,7048.0,300530,146460,67,66,0.9850746268656716,146,1
PRV54692,1,375880,51264.0,873670,151450,72,62,3.8194444444444446,264,26
PRV54693,0,39930,2136.0,307120,185130,52,51,3.0576923076923075,129,2
PRV54694,0,90760,430.0,805300,728780,330,155,1.396969696969697,544,0
PRV54695,0,15750,260.0,222410,183340,53,53,1.7735849056603774,130,0
PRV54696,0,139150,6798.0,452420,114190,71,63,2.6901408450704225,176,5
PRV54697,0,10880,1068.0,52510,14440,8,8,3.125,22,1
PRV54699,0,360,100.0,15000,5750,4,4,0.0,5,0
PRV54701,0,1310,0.0,20640,8820,6,5,0.0,7,0
PRV54703,0,660,0.0,21000,12420,11,11,0.0,28,0
PRV54704,0,44710,170.0,331270,316850,161,115,1.1055900621118013,267,0
PRV54705,0,219740,20672.0,1165840,443020,257,119,1.5330739299610896,469,7
PRV54707,0,1280,0.0,122100,20840,9,8,0.0,19,0
